family,scale,mode,label,dataset,metric,n_sequences,mean,std_between_seq,t_ci_low,t_ci_high,boot_ci_low,boot_ci_high
rtdetr,x,nms,RT-DETR-X,SOMPT22,MOTA,3,36.91513333333334,13.240371527012876,4.024227105495349,69.80603956117133,27.542600000000004,52.06199999999999
yolo11,l,nms,YOLO11-L,MOT17,MOTA,3,32.2936,16.341858363111584,-8.301826639888006,72.889026639888,21.441,51.08860000000001
yolo11,l,nms,YOLO11-L,MOT20,MOTA,3,6.727744666666666,9.242679054608859,-16.232342930492088,29.68783226382542,0.40201400000000004,17.334799999999998
yolo11,l,nms,YOLO11-L,SOMPT22,MOTA,3,29.42826666666667,10.712759228757704,2.8162974696082763,56.04023586372506,23.130000000000006,41.7976
yolo11,m,nms,YOLO11-M,MOT17,MOTA,3,32.34793333333334,15.821658372412585,-6.955244892007116,71.65111155867379,23.1374,50.617
yolo11,m,nms,YOLO11-M,MOT20,MOTA,3,8.166765999999999,11.129482100668834,-19.480400198521735,35.813932198521734,0.963078,20.9852
yolo11,m,nms,YOLO11-M,SOMPT22,MOTA,3,31.46506666666666,13.833195645740474,-2.8984963109377127,65.82862964427103,21.7206,47.29819999999999
yolo11,n,nms,YOLO11-N,MOT17,MOTA,3,30.23726666666667,15.903054839034336,-9.2681115910121,69.74264492434544,18.734,48.38500000000001
yolo11,n,nms,YOLO11-N,MOT20,MOTA,3,10.209847333333332,10.298474388304381,-15.372981268148493,35.79267593481516,0.648262,21.113599999999998
yolo11,n,nms,YOLO11-N,SOMPT22,MOTA,3,28.458799999999997,13.141713853223255,-4.187026979823635,61.10462697982363,17.8998,43.17679999999999
yolo11,s,nms,YOLO11-S,MOT17,MOTA,3,32.0674,15.695491984643233,-6.92236354352729,71.05716354352728,19.7654,49.7442
yolo11,s,nms,YOLO11-S,MOT20,MOTA,3,9.506866666666665,11.599672721750961,-19.30831778539649,38.322051118729824,2.1473199999999997,22.8784
yolo11,s,nms,YOLO11-S,SOMPT22,MOTA,3,31.98653333333333,15.01152857284472,-5.3041709054878545,69.27723757215452,21.2642,49.142599999999995
yolo11,x,nms,YOLO11-X,MOT17,MOTA,3,31.479733333333332,17.34031224670805,-11.595990252240224,74.55545691890688,20.6922,51.48199999999999
yolo11,x,nms,YOLO11-X,MOT20,MOTA,3,6.9867680000000005,10.079909105060025,-18.053114338895128,32.02665033889513,0.6525040000000001,18.610400000000002
yolo11,x,nms,YOLO11-X,SOMPT22,MOTA,3,30.990800000000004,12.126834638931959,0.8660727492689304,61.11552725073108,22.1992,44.8254
yolo26,l,end2end,YOLO26-L (E2E),MOT17,MOTA,3,31.176866666666665,17.792328340420582,-13.021727143616264,75.3754604769496,19.0784,51.6062
yolo26,l,end2end,YOLO26-L (E2E),MOT20,MOTA,3,6.655906000000001,9.036408287238244,-15.791776605101731,29.103588605101734,0.875538,17.069200000000002
yolo26,l,end2end,YOLO26-L (E2E),SOMPT22,MOTA,3,29.886466666666667,11.50377198023906,1.3095128631780462,58.463420470155285,21.8108,43.058
yolo26,l,nms,YOLO26-L (NMS),MOT17,MOTA,3,31.790266666666668,16.876079545123424,-10.132238957872787,73.71277229120612,21.187,51.251
yolo26,l,nms,YOLO26-L (NMS),MOT20,MOTA,3,7.616499999999999,9.897894810897922,-16.97123376668943,32.20423376668943,1.22824,19.018
yolo26,l,nms,YOLO26-L (NMS),SOMPT22,MOTA,3,31.58706666666667,12.440979408926506,0.6819605458430047,62.49217278749033,23.2286,45.8846
yolo26,m,end2end,YOLO26-M (E2E),MOT17,MOTA,3,31.434199999999993,17.05427647365903,-10.930971334832837,73.79937133483283,20.159399999999998,51.053999999999995
yolo26,m,end2end,YOLO26-M (E2E),MOT20,MOTA,3,6.140068,9.74439745763031,-18.066357202783493,30.346493202783492,0.019804,17.377000000000002
yolo26,m,end2end,YOLO26-M (E2E),SOMPT22,MOTA,3,27.935333333333336,12.395613742503164,-2.8570782247094186,58.72774489137609,19.5088,42.1684
yolo26,m,nms,YOLO26-M (NMS),MOT17,MOTA,3,31.901866666666667,16.16476480043348,-8.253635175664446,72.05736850899778,22.036600000000004,50.556999999999995
yolo26,m,nms,YOLO26-M (NMS),MOT20,MOTA,3,6.9017599999999995,10.348086896581416,-18.80431290426733,32.607832904267326,0.15224,18.8156
yolo26,m,nms,YOLO26-M (NMS),SOMPT22,MOTA,3,29.7974,13.24530335024457,-3.1057575559155275,62.70055755591552,20.7652,45.0024
yolo26,n,end2end,YOLO26-N (E2E),MOT17,MOTA,3,27.527733333333334,17.351771681685225,-15.576457066822382,70.63192373348905,17.478,47.56379999999999
yolo26,n,end2end,YOLO26-N (E2E),MOT20,MOTA,3,6.023453333333332,7.967843089979453,-13.769766167793907,25.816672834460572,0.6115,15.172999999999996
yolo26,n,end2end,YOLO26-N (E2E),SOMPT22,MOTA,3,24.973733333333332,12.869480283730704,-6.995827970109449,56.943294636776116,15.349200000000002,39.5916
yolo26,n,nms,YOLO26-N (NMS),MOT17,MOTA,3,28.24993333333333,16.85722868959585,-13.625744170091323,70.12561083675799,17.749,47.6942
yolo26,n,nms,YOLO26-N (NMS),MOT20,MOTA,3,6.3317846666666675,8.195623694178822,-14.0272732233575,26.690842556690836,0.384374,15.6804
yolo26,n,nms,YOLO26-N (NMS),SOMPT22,MOTA,3,26.735733333333332,14.341451586688615,-8.890407394401468,62.361874061068136,15.8526,42.986799999999995
yolo26,s,end2end,YOLO26-S (E2E),MOT17,MOTA,3,30.701400000000003,16.109633822033324,-9.317148899801584,70.7199488998016,19.830000000000002,49.2092
yolo26,s,end2end,YOLO26-S (E2E),MOT20,MOTA,3,6.561289866666667,9.995369249209158,-18.268583828163386,31.391163561496718,0.07444959999999999,18.072
yolo26,s,end2end,YOLO26-S (E2E),SOMPT22,MOTA,3,30.420733333333335,14.033114009845901,-4.4394543918167635,65.28092105848343,21.1932,46.57
yolo26,s,nms,YOLO26-S (NMS),MOT17,MOTA,3,31.482933333333335,15.57920660410322,-7.217961311069274,70.18382797773594,20.183,49.255
yolo26,s,nms,YOLO26-S (NMS),MOT20,MOTA,3,6.547104333333333,10.054434419302577,-18.42949537797673,31.523704044643395,0.061112999999999994,18.1292
yolo26,s,nms,YOLO26-S (NMS),SOMPT22,MOTA,3,32.1828,15.816521236985077,-7.107616873494607,71.47321687349461,22.347799999999996,50.427600000000005
yolo26,x,end2end,YOLO26-X (E2E),MOT17,MOTA,3,31.999533333333336,17.102210596684085,-10.484712964185714,74.48377963085238,19.2412,51.4326
yolo26,x,end2end,YOLO26-X (E2E),MOT20,MOTA,3,6.628211333333334,8.977756612494312,-15.67377243467968,28.930195101346346,0.577434,16.9434
yolo26,x,end2end,YOLO26-X (E2E),SOMPT22,MOTA,3,26.383799999999997,9.166595808695835,3.6127136632461614,49.15488633675383,20.4406,36.9406
yolo26,x,nms,YOLO26-X (NMS),MOT17,MOTA,3,32.93906666666667,16.425765742069174,-7.864797457584018,73.74293079091736,21.7752,51.79999999999999
yolo26,x,nms,YOLO26-X (NMS),MOT20,MOTA,3,7.971827333333334,9.924961297452064,-16.683143313329825,32.626797979996496,0.970322,19.330000000000002
yolo26,x,nms,YOLO26-X (NMS),SOMPT22,MOTA,3,28.977933333333336,10.808091824801142,2.129144839284379,55.82672182738229,22.709600000000005,41.458
rtdetr,l,nms,RT-DETR-L,MOT17,IDSW,3,68.06666666666666,40.83642165191918,-33.37662837180349,169.50996170513682,30.0,111.2
rtdetr,l,nms,RT-DETR-L,MOT20,IDSW,3,130.46666666666667,107.908541521667,-137.5930107472827,398.526344080616,34.0,247.0
rtdetr,l,nms,RT-DETR-L,SOMPT22,IDSW,3,100.93333333333332,24.75668259951913,39.43432447003466,162.432342196632,82.2,129.0
rtdetr,x,nms,RT-DETR-X,MOT17,IDSW,3,70.66666666666667,36.460023770334175,-19.905053352533912,161.23838668586725,38.0,110.0
